For Account:,####9879

TransactionDate,TransactionType,SecurityType,Symbol,Quantity,Amount,Price,Commission,Description
12/12/19,Dividend,MF,RYOCX,0,0.1,0,0,RYDEX NASDAQ-100?? INV         Rydex Funds                  
12/12/19,Dividend,MF,WPSGX,0,1.01,0,0,AB CONCENTRATED GROWTH ADVISORALLIANCEBERNSTEIN             
12/12/19,Dividend,MF,RYOCX,0,15.93,0,0,RYDEX NASDAQ-100?? INV         Rydex Funds                  
12/12/19,Dividend,MF,WPSGX,0,33.14,0,0,AB CONCENTRATED GROWTH ADVISORALLIANCEBERNSTEIN             
12/11/19,Direct Debit,UNKNOWN, ,0,-752.56,0,0,ACHDEBIT                      CHASE CREDIT CRD              
12/10/19,Bought,MF,RYOCX,2.306,-99.99,43.37,0,RYDEX NASDAQ-100?? INV         Rydex Funds                  
12/09/19,Bought,EQ,EES,3,-113.4,37.8,0,WISDOMTREE TRUST              WISDOMTREE U S SMALLCAP FUND  
12/09/19,Bought,MF,RYOCX,2.303,-100,43.42,0,RYDEX NASDAQ-100?? INV         Rydex Funds                  
12/09/19,Bought,MF,RYOCX,2.726,-118.35,43.42,0,RYDEX NASDAQ-100?? INV         Rydex Funds                  
12/09/19,Bought,MF,GOBFX,9.69,-100,10.32,0,BRANDYWINEGLOBAL GLOBAL OPP BOLEGG MASON                    
12/09/19,Transfer,UNKNOWN, ,0,349,0,0,ACH DEPOSIT                   REFID:34057678482;
12/09/19,Transfer,UNKNOWN, ,0,2500.07,0,0,TRANSFER FROM XXXXXX2340      REFID:34011798482;
12/03/19,Bought,MF,RYOCX,11.666,-500,42.86,0,RYDEX NASDAQ-100?? INV         Rydex Funds                  
12/02/19,Transfer,UNKNOWN, ,0,349,0,0,ACH DEPOSIT                   REFID:33656611482;
11/26/19,Interest,EQ,#2145605,0,0.01,0,0,EXTENDED INSURANCE SWEEP      DEPOSIT ACCOUNT               
11/25/19,Transfer,UNKNOWN, ,0,349,0,0,ACH DEPOSIT                   REFID:33311731482;
11/18/19,Transfer,UNKNOWN, ,0,349,0,0,ACH DEPOSIT                   REFID:32950298482;
11/13/19,Transfer,UNKNOWN, ,0,102.17,0,0,TRANSFER FROM XXXXXX2340      REFID:32689209482;
11/12/19,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:32612985482;
11/12/19,Direct Debit,UNKNOWN, ,0,-1038.3,0,0,ACHDEBIT                      CHASE CREDIT CRD              
11/04/19,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:32202625482;
11/04/19,Fee,UNKNOWN, ,0,-1.2,0,0,FOREIGN TRANSACTION FEE       VISA TRAVEL USARMY5L01404077  
11/04/19,ATM,UNKNOWN, ,0,-120.01,0,0,VISA TRAVEL USARMY5L01404077  YADH SA SA                    
10/28/19,Bought,MF,GOBFX,9.671,-100,10.34,0,BRANDYWINEGLOBAL GLOBAL OPP BOLEGG MASON                    
10/28/19,Interest,EQ,#2145605,0,0.01,0,0,EXTENDED INSURANCE SWEEP      DEPOSIT ACCOUNT               
10/28/19,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:31815066482;
10/21/19,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:31473663482;
10/15/19,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:31152358482;
10/11/19,Direct Debit,UNKNOWN, ,0,-942.81,0,0,ACHDEBIT                      CHASE CREDIT CRD              
10/10/19,Direct Debit,UNKNOWN, ,0,-1000,0,0,ACHDEBIT                      CHASE CREDIT CRD              
10/07/19,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:30780858482;
10/01/19,Bought,EQ,EES,3,-106.05,35.35,0,WISDOMTREE TRUST              WISDOMTREE U S SMALLCAP FUND  
10/01/19,Dividend,MF,GOBFX,0.363,-3.68,0,0,BRANDYWINEGLOBAL GLOBAL OPP BOLEGG MASON                    
10/01/19,Dividend,MF,GOBFX,0,3.68,0,0,BRANDYWINEGLOBAL GLOBAL OPP BOLEGG MASON                    
09/30/19,Dividend,MF,PYVLX,0.395,-7.09,0,0,PAYDEN EQUITY INCOME          PAYDENFUNDS                   
09/30/19,Dividend,MF,PYVLX,0,7.09,0,0,PAYDEN EQUITY INCOME          PAYDENFUNDS                   
09/30/19,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:30403916482;
09/27/19,Dividend,EQ,EES,0,1.82,0,0,WISDOMTREE TRUST              WISDOMTREE U S SMALLCAP FUND  
09/26/19,Interest,EQ,#2145605,0,0.04,0,0,EXTENDED INSURANCE SWEEP      DEPOSIT ACCOUNT               
09/23/19,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:30066931482;
09/16/19,Dividend,MF,SEEKX,0.026,-1.15,0,0,CROSSMARK STEWARD LRG CAP ENH CROSSMARK STEWARD FUNDS       
09/16/19,Dividend,MF,SEEKX,0,1.15,0,0,CROSSMARK STEWARD LRG CAP ENH CROSSMARK STEWARD FUNDS       
09/16/19,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:29718246482;
09/12/19,Direct Debit,UNKNOWN, ,0,-55.12,0,0,ACHDEBIT                      CHASE CREDIT CRD              
09/11/19,Direct Debit,UNKNOWN, ,0,-977.85,0,0,ACHDEBIT                      CHASE CREDIT CRD              
09/09/19,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:29344143482;
09/09/19,POS,UNKNOWN, ,0,-61,0,0,CHAPARRAL WIREL ESS           575-824-4099 NM US            
09/09/19,POS,UNKNOWN, ,0,-178.77,0,0,GEICO *AUTO  800-841-3000 DC  US                            
09/06/19,POS,UNKNOWN, ,0,-26.87,0,0,CATTLEMANS STEA KHOUSE FABENS TX US                         
09/06/19,POS,UNKNOWN, ,0,-11.99,0,0,AMZN MKTP US*MO 1J755Q0       AMZN.COMBILL WA US            
09/06/19,POS,UNKNOWN, ,0,-10.99,0,0,AMZN MKTP US*6K 22L02S3       AMZN.COMBILL WA US            
09/06/19,POS,UNKNOWN, ,0,-221.48,0,0,TMOBILE*AUTO PA Y 800-937-8997WA US                         
09/04/19,POS,UNKNOWN, ,0,-28.99,0,0,AMZN MKTP US*XG 3TA4HI3       AMZN.COMBILL WA US            
09/03/19,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:29019465482;
08/26/19,Interest,EQ,#2145605,0,0.05,0,0,EXTENDED INSURANCE SWEEP      DEPOSIT ACCOUNT               
08/26/19,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:28640571482;
08/19/19,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:28283813482;
08/12/19,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:27912842482;
08/12/19,Direct Debit,UNKNOWN, ,0,-1029.99,0,0,ACHDEBIT                      CHASE CREDIT CRD              
08/12/19,Transfer,UNKNOWN, ,0,1000,0,0,TRANSFER FROM XXXXXX2340      REFID:27881032482;
08/05/19,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:27533718482;
07/29/19,Transfer,UNKNOWN, ,0,449,0,0,ACH DEPOSIT                   REFID:27146418482;
07/26/19,Interest,EQ,#2145605,0,0.14,0,0,EXTENDED INSURANCE SWEEP      DEPOSIT ACCOUNT               
07/22/19,Transfer,UNKNOWN, ,0,449,0,0,ACH DEPOSIT                   REFID:26805811482;
07/17/19,Direct Debit,UNKNOWN, ,0,-2602.87,0,0,ACHDEBIT                      CHASE CREDIT CRD              
07/16/19,Transfer,UNKNOWN, ,0,1500,0,0,TRANSFER FROM XXXXXX2340      REFID:26555651482;
07/15/19,Transfer,UNKNOWN, ,0,449,0,0,ACH DEPOSIT                   REFID:26454006482;

